"version","id","countryid","fieldid","value"
"2014-06-24","20106","144","36","0 migrant(s)/1,000 population (2014 est.)"
"2014-06-24","20112","144","29","6,552,730 (July 2014 est.)"
"2014-06-24","20118","144","44","3.24 children born/woman (2014 est.)"
"2014-06-24","20120","144","103","1.9% (2008 est.)<br />1.7% (2004)"
"2014-06-24","20125","144","7","<i>total: </i>462,840 sq km<br /><i>land: </i>452,860 sq km<br /><i>water: </i>9,980 sq km"
"2014-06-24","20127","144","155","139,000 (2012)"
"2014-06-24","20128","144","156","2.709 million (2012)"
"2014-06-24","20129","144","161","125,000 (2009)"
"2014-06-24","20130","144","159",".pg"
"2014-06-24","20131","144","50","0.5% (2012 est.)"
"2014-06-24","20132","144","51","24,900 (2012 est.)"
"2014-06-24","20133","144","52","1,000 (2012 est.)"
"2014-06-24","20134","144","106","50.9 (1996)"
"2014-06-24","20136","144","160","5,006 (2012)"
"2014-06-24","20137","144","110","28.1% of GDP (2013 est.)<br />25.5% of GDP (2012 est.)"
"2014-06-24","20138","144","119","-$2.396 billion (2013 est.)<br />-$3.03 billion (2012 est.)"
"2014-06-24","20139","144","126","$2.926 billion (31 December 2013 est.)<br />$4.001 billion (31 December 2012 est.)"
"2014-06-24","20144","144","128","$NA"
"2014-06-24","20145","144","129","$NA"
"2014-06-24","20146","144","118","$10.71 billion (31 December 2012 est.)<br />$8.999 billion (31 December 2011)<br />$9.742 billion (31 December 2010 est.)"
"2014-06-24","20149","144","56","NA"
"2014-06-24","20150","144","113","14% (31 December 2010 est.)<br />6.92% (31 December 2009 est.)"
"2014-06-24","20151","144","114","10.6% (31 December 2013 est.)<br />10.82% (31 December 2012 est.)"
"2014-06-24","20152","144","117","$4.098 billion (31 December 2013 est.)<br />$4.342 billion (31 December 2012 est.)"
"2014-06-24","20155","144","115","$4.825 billion (31 December 2013 est.)<br />$5.301 billion (31 December 2012 est.)"
"2014-06-24","20156","144","116","$7.366 billion (31 December 2013 est.)<br />$8.068 billion (31 December 2012 est.)"
"2014-06-24","20162","144","108","27.1% of GDP (2013 est.)"
"2014-06-24","20163","144","109","-4.6% of GDP (2013 est.)"
"2014-06-24","20164","144","40","230 deaths/100,000 live births (2010)"
"2014-06-24","20165","144","55","18.1% (2005)"
"2014-06-24","20166","144","45","4.3% of GDP (2011)"
"2014-06-24","20168","144","54","16.2% (2008)"
"2014-06-24","20170","144","132","3.35 billion kWh (2010 est.)"
"2014-06-24","20171","144","133","3.116 billion kWh (2010 est.)"
"2014-06-24","20172","144","134","0 kWh (2012 est.)"
"2014-06-24","20173","144","135","0 kWh (2012 est.)"
"2014-06-24","20174","144","136","700,000 kW (2010 est.)"
"2014-06-24","20175","144","137","61.1% of total installed capacity (2010 est.)"
"2014-06-24","20176","144","139","30.9% of total installed capacity (2010 est.)"
"2014-06-24","20177","144","138","0% of total installed capacity (2010 est.)"
"2014-06-24","20178","144","140","8% of total installed capacity (2010 est.)"
"2014-06-24","20179","144","141","27,490 bbl/day (2012 est.)"
"2014-06-24","20180","144","142","28,400 bbl/day (2010 est.)"
"2014-06-24","20181","144","143","14,880 bbl/day (2010 est.)"
"2014-06-24","20182","144","144","154.3 million bbl (1 January 2013 est.)"
"2014-06-24","20183","144","145","17,330 bbl/day (2010 est.)"
"2014-06-24","20184","144","146","36,320 bbl/day (2011 est.)"
"2014-06-24","20185","144","147","3,536 bbl/day (2010 est.)"
"2014-06-24","20186","144","148","5,937 bbl/day (2010 est.)"
"2014-06-24","20187","144","149","100 million cu m (2011 est.)"
"2014-06-24","20188","144","150","110 million cu m (2010 est.)"
"2014-06-24","20189","144","151","0 cu m (2011 est.)"
"2014-06-24","20190","144","152","0 cu m (2011 est.)"
"2014-06-24","20191","144","153","155.3 billion cu m (1 January 2013 est.)"
"2014-06-24","20195","144","95","-1.9% of GDP (2013 est.)<br />-3.9% of GDP (2012 est.)<br />13.9% of GDP (2011 est.)"
"2014-06-24","20204","145","163","1 (2013)"
"2014-06-24","20214","145","29","no indigenous inhabitants<br /><i><b>note:</b> </i>there are scattered Chinese garrisons"
"2014-06-24","20222","145","7","<i>total: </i>ca. 7.75 sq km<br /><i>land: </i>ca. 7.75 sq km<br /><i>water: </i>0 sq km"
"2014-06-24","20223","146","91","$454.3 billion (2013 est.)<br />$425.3 billion (2012 est.)<br />$398.2 billion (2011 est.)<br /><i><b>note:</b> </i>data are in 2013 US dollars"
"2014-06-24","20224","146","33","1.81% (2014 est.)"
"2014-06-24","20225","146","93","6.8% (2013 est.)<br />6.8% (2012 est.)<br />3.6% (2011 est.)"
"2014-06-24","20226","146","94","$4,700 (2013 est.)<br />$4,400 (2012 est.)<br />$4,200 (2011 est.)<br /><i><b>note:</b> </i>data are in 2013 US dollars"
"2014-06-24","20245","146","179","1.19% of GDP (2012)<br />1.21% of GDP (2011)<br />1.19% of GDP (2010)"
"2014-06-24","20253","146","163","247 (2013)"
"2014-06-24","20254","146","34","24.24 births/1,000 population (2014 est.)"
"2014-06-24","20263","146","35","4.92 deaths/1,000 population (2014 est.)"
"2014-06-24","20268","146","120","$47.45 billion (2013 est.)<br />$46.28 billion (2012 est.)"
"2014-06-24","20269","146","127","$72.81 billion (31 December 2013 est.)<br />$NA (31 December 2012 est.)"
"2014-06-24","20272","146","169","<i>total: </i>213,151 km<br /><i>paved: </i>54,481 km<br /><i>unpaved: </i>158,670 km (2009)"
"2014-06-24","20274","146","123","$63.91 billion (2013 est.)<br />$61.49 billion (2012 est.)"
"2014-06-24","20276","146","100","9% (2013 est.)"
"2014-06-24","20278","146","41","<i>total: </i>17.64 deaths/1,000 live births<br /><i>male: </i>19.99 deaths/1,000 live births<br /><i>female: </i>15.17 deaths/1,000 live births (2014 est.)"
"2014-06-24","20279","146","112","2.8% (2013 est.)<br />3.2% (2012 est.)"
"2014-06-24","20280","146","170","3,219 km (limited to vessels with draft less than 1.5 m) (2011)"
"2014-06-24","20282","146","101","41.33 million (2013 est.)"
"2014-06-24","20288","146","42","<i>total population: </i>72.48 years<br /><i>male: </i>69.52 years<br /><i>female: </i>75.59 years (2014 est.)"
"2014-06-24","20293","146","171","<i>total: </i>446<br /><i>by type: </i>bulk carrier 76, cargo 152, carrier 12, chemical tanker 27, container 17, liquefied gas 5, passenger 7, passenger/cargo 65, petroleum tanker 44, refrigerated cargo 20, roll on/roll off 11, vehicle carrier 10<br /><i>foreign-owned: </i>159 (Bermuda 47, China 4, Denmark 2, Germany 2, Greece 5, Japan 77, Malaysia 1, Netherlands 17, Singapore 1, South Korea 1, Taiwan 1, UAE 1)<br /><i>registered in other countries: </i>7 (Cyprus 1, Panama 5, unknown 1) (2010)"
"2014-06-24","20297","146","36","-1.23 migrant(s)/1,000 population (2014 est.)"
"2014-06-24","20303","146","29","107,668,231 (July 2014 est.)"
"2014-06-24","20305","146","168","<i>total: </i>995 km<br /><i>narrow gauge: </i>995 km 1.067-m gauge (484 km are in operation) (2010)"
"2014-06-24","20310","146","44","3.06 children born/woman (2014 est.)"
"2014-06-24","20312","146","103","7.4% (2013 est.)<br />7% (2012 est.)"
"2014-06-24","20317","146","7","<i>total: </i>300,000 sq km<br /><i>land: </i>298,170 sq km<br /><i>water: </i>1,830 sq km"
"2014-06-24","20319","146","155","3.939 million (2012)"
"2014-06-24","20320","146","156","103 million (2012)"
"2014-06-24","20321","146","161","8.278 million (2009)"
"2014-06-24","20322","146","159",".ph"
"2014-06-24","20323","146","50","0.1% (2012 est.)"
"2014-06-24","20324","146","51","14,800 (2012 est.)"
"2014-06-24","20325","146","52","300 (2012 est.)"
"2014-06-24","20326","146","106","44.8 (2009)<br />46.6 (2003)"
"2014-06-24","20328","146","160","425,812 (2012)"
"2014-06-24","20329","146","110","50.2% of GDP (2013 est.)<br />51.5% of GDP (2012 est.)<br /><i><b>note:</b> </i>data cover debt issued by the national government, and excludes debt instruments issued by government entities other than the treasury; the data include treasury debt held by foreign entities; the data exclude debt issued by social security institutions, government-owned and controlled corporations, the Central Bank, and local government units"
"2014-06-24","20330","146","119","$7.512 billion (2013 est.)<br />$7.126 billion (2012 est.)"
"2014-06-24","20331","146","126","$85.04 billion (31 December 2013 est.)<br />$83.83 billion (31 December 2012 est.)"
"2014-06-24","20335","146","128","$33.28 billion (31 December 2013 est.)<br />$30.38 billion (31 December 2012 est.)"
"2014-06-24","20336","146","129","$9.435 billion (31 December 2013 est.)<br />$8.435 billion (31 December 2012 est.)"
"2014-06-24","20337","146","118","$266.3 billion (31 December 2012)<br />$198.4 billion (31 December 2011)<br />$202.2 billion (31 December 2010)"
"2014-06-24","20341","146","56","2.7% of GDP (2009)"
"2014-06-24","20342","146","113","5.3% (31 December 2012 est.)<br />5.6% (31 December 2011 est.)"
"2014-06-24","20343","146","114","5.8% (31 December 2013 est.)<br />5.68% (31 December 2012 est.)"
"2014-06-24","20344","146","117","$150.3 billion (31 December 2013 est.)<br />$129.4 billion (31 December 2012 est.)"
"2014-06-24","20347","146","115","$43.67 billion (31 December 2013 est.)<br />$39.01 billion (31 December 2012 est.)"
"2014-06-24","20348","146","116","$137.7 billion (31 December 2013 est.)<br />$121.6 billion (31 December 2012 est.)"
"2014-06-24","20354","146","108","14.3% of GDP (2013 est.)"
"2014-06-24","20355","146","109","-1.8% of GDP (2013 est.)"
"2014-06-24","20356","146","40","99 deaths/100,000 live births (2010)"
"2014-06-24","20357","146","55","20.2% (2011)"
"2014-06-24","20358","146","45","4.1% of GDP (2011)"
"2014-06-24","20361","146","54","6.3% (2008)"
"2014-06-24","20362","146","60","<i>total: </i>16.3%<br /><i>male: </i>15.2%<br /><i>female: </i>18.3% (2011)"
"2014-06-24","20364","146","132","67.45 billion kWh (2011 est.)"
"2014-06-24","20365","146","133","56.84 billion kWh (2010 est.)"
"2014-06-24","20366","146","134","0 kWh (2012 est.)"
"2014-06-24","20367","146","135","0 kWh (2012 est.)"
"2014-06-24","20368","146","136","16.36 million kW (2010 est.)"
"2014-06-24","20369","146","137","66.9% of total installed capacity (2010 est.)"
"2014-06-24","20370","146","139","20.8% of total installed capacity (2010 est.)"
"2014-06-24","20371","146","138","0% of total installed capacity (2010 est.)"
"2014-06-24","20372","146","140","12.3% of total installed capacity (2010 est.)"
"2014-06-24","20373","146","141","25,240 bbl/day (2012 est.)"
"2014-06-24","20374","146","142","20,090 bbl/day (2010 est.)"
"2014-06-24","20375","146","143","182,000 bbl/day (2010 est.)"
"2014-06-24","20376","146","144","138.5 million bbl (1 January 2013 est.)"
"2014-06-24","20377","146","145","181,300 bbl/day (2010 est.)"
"2014-06-24","20378","146","146","315,600 bbl/day (2011 est.)"
"2014-06-24","20379","146","147","17,810 bbl/day (2010 est.)"
"2014-06-24","20380","146","148","147,900 bbl/day (2010 est.)"
"2014-06-24","20381","146","149","3.91 billion cu m (2012 est.)"
"2014-06-24","20382","146","150","2.86 billion cu m (2010 est.)"
"2014-06-24","20383","146","151","0 cu m (2011 est.)"
"2014-06-24","20384","146","152","0 cu m (2011 est.)"
"2014-06-24","20385","146","153","98.54 billion cu m (1 January 2013 est.)"
"2014-06-24","20390","146","95","22.9% of GDP (2013 est.)<br />21.3% of GDP (2012 est.)<br />23.6% of GDP (2011 est.)"
"2014-06-24","20392","147","91","$339 billion (2013 est.)<br />$323 billion (2012 est.)<br />$313.3 billion (2011 est.)<br /><i><b>note:</b> </i>data are in 2013 US dollars"
"2014-06-24","20393","147","33","1.92% (2014 est.)"
"2014-06-24","20394","147","93","4.1% (2013 est.)<br />1.9% (2012 est.)<br />6% (2011 est.)"
"2014-06-24","20395","147","94","$62,400 (2013 est.)<br />$60,800 (2012 est.)<br />$60,400 (2011 est.)<br /><i><b>note:</b> </i>data are in 2013 US dollars"
"2014-06-24","20412","147","179","3.52% of GDP (2012)<br />3.47% of GDP (2011)<br />3.52% of GDP (2010)"
"2014-06-24","20420","147","163","9 (2013)"
"2014-06-24","20421","147","34","8.1 births/1,000 population (2014 est.)"
"2014-06-24","20430","147","35","3.42 deaths/1,000 population (2014 est.)"
"2014-06-24","20435","147","120","$410.3 billion (2013 est.)<br />$408.4 billion (2012 est.)"
"2014-06-24","20436","147","127","$1.174 trillion (31 December 2012 est.)<br />$1.088 trillion (31 December 2011 est.)"
"2014-06-24","20439","147","169","<i>total: </i>3,425 km<br /><i>paved: </i>3,425 km (includes 161 km of expressways) (2012)"
"2014-06-24","20441","147","123","$373 billion (2013 est.)<br />$379.7 billion (2012 est.)"
"2014-06-24","20443","147","100","1.7% (2013 est.)"
"2014-06-24","20445","147","41","<i>total: </i>2.53 deaths/1,000 live births<br /><i>male: </i>2.69 deaths/1,000 live births<br /><i>female: </i>2.36 deaths/1,000 live births (2014 est.)"
"2014-06-24","20446","147","112","2.4% (2013 est.)<br />4.6% (2013 est.)"
"2014-06-24","20448","147","101","3.444 million<br /><i><b>note:</b> </i>excludes non-residents (2013 est.)"
"2014-06-24","20454","147","42","<i>total population: </i>84.38 years<br /><i>male: </i>81.86 years<br /><i>female: </i>87.07 years (2014 est.)"
"2014-06-24","20459","147","171","<i>total: </i>1,599<br /><i>by type: </i>bulk carrier 247, cargo 109, carrier 6, chemical tanker 256, container 339, liquefied gas 131, petroleum tanker 436, refrigerated cargo 13, roll on/roll off 5, vehicle carrier 57<br /><i>foreign-owned: </i>966 (Australia 12, Bangladesh 1, Belgium 1, Bermuda 25, Brazil 9, Chile 6, China 29, Cyprus 6, Denmark 149, France 3, Germany 32, Greece 22, Hong Kong 46, India 21, Indonesia 60, Italy 5, Japan 164, Malaysia 27, Netherlands 1, Norway 153, Russia 2, South Africa 13, South Korea 3, Sweden 11, Switzerland 3, Taiwan 77, Thailand 33, UAE 10, UK 6, US 36)<br /><i>registered in other countries: </i>344 (Australia 2, Bahamas 7, Bangladesh 7, Belize 4, Cambodia 3, Cyprus 1, France 3, Honduras 11, Hong Kong 13, Indonesia 46, Italy 1, Kiribati 9, Liberia 22, Malaysia 13, Maldives 4, Malta 4, Marshall Islands 30, Mongolia 3, North Korea 1, Panama 92, Philippines 1, Saint Kitts and Nevis 10, Saint Vincent and the Grenadines 5, Sierra Leone 9, Thailand 1, Tuvalu 19, US 16, Vanuatu 2, unknown 5) (2010)"
"2014-06-24","20463","147","36","14.55 migrant(s)/1,000 population (2014 est.)"
"2014-06-24","20469","147","29","5,567,301 (July 2014 est.)"
"2014-06-24","20475","147","44","0.8 children born/woman (2014 est.)"
"2014-06-24","20477","147","103","1.9% (2013 est.)<br />2% (2012 est.)"
"2014-06-24","20482","147","7","<i>total: </i>697 sq km<br /><i>land: </i>687 sq km<br /><i>water: </i>10 sq km"
"2014-06-24","20484","147","155","1.99 million (2012)"
"2014-06-24","20485","147","156","8.063 million (2012)"
"2014-06-24","20486","147","161","3.235 million (2009)"
"2014-06-24","20487","147","159",".sg"
"2014-06-24","20488","147","50","0.1% (2009 est.)"
"2014-06-24","20489","147","51","3,400 (2009 est.)"
"2014-06-24","20490","147","52","fewer than 100 (2009 est.)"
"2014-06-24","20491","147","106","46.3 (2013)<br />47.8 (2012)"
"2014-06-24","20493","147","160","1.96 million (2012)"
"2014-06-24","20494","147","110","105.5% of GDP (2013 est.)<br />108.4% of GDP (2012 est.)<br /><i><b>note:</b> </i>Singapore's public debt consists largely of Singapore Government Securities (SGS) issued to assist the Central Provident Fund (CPF), which administers Singapore's defined contribution pension fund; special issues of SGS are held by the CPF, and are non-tradable; the government has not borrowed to finance deficit expenditures since the 1980s; Singapore has no external public debt"
"2014-06-24","20495","147","119","$54.4 billion (2013 est.)<br />$49.38 billion (2012 est.)"
"2014-06-24","20496","147","126","$273.1 billion (31 December 2013 est.)<br />$259.3 billion (31 December 2012 est.)"
"2014-06-24","20498","147","128","$585.8 billion (31 December 2012 est.)<br />$535.6 billion (31 December 2011 est.)"
"2014-06-24","20499","147","129","$367.8 billion (31 December 2012 est.)<br />$355.2 billion (31 December 2011 est.)"
"2014-06-24","20500","147","118","$718.8 billion (31 December 2013 est.)<br />$709.4 billion (31 December 2012)<br />$569.4 billion (31 December 2011 est.)"
"2014-06-24","20503","147","56","3% of GDP (2013)"
"2014-06-24","20504","147","114","5.38% (31 December 2013 est.)<br />5.38% (31 December 2012 est.)"
"2014-06-24","20505","147","117","$465.7 billion (31 December 2013 est.)<br />$417.7 billion (31 December 2012 est.)"
"2014-06-24","20508","147","115","$123.5 billion (31 December 2013 est.)<br />$112.6 billion (31 December 2012 est.)"
"2014-06-24","20509","147","116","$519.9 billion (31 December 2013 est.)<br />$493 billion (31 December 2012 est.)"
"2014-06-24","20514","147","108","15.4% of GDP (2013 est.)"
"2014-06-24","20515","147","109","1.3% of GDP (2013 est.)"
"2014-06-24","20516","147","40","3 deaths/100,000 live births (2010)"
"2014-06-24","20517","147","55","3.3% (2000)"
"2014-06-24","20518","147","45","4.6% of GDP (2011)"
"2014-06-24","20521","147","54","7.1% (2008)"
"2014-06-24","20522","147","60","<i>total: </i>6.7% (2012)"
"2014-06-24","20524","147","132","47.95 billion kWh (2013 est.)"
"2014-06-24","20525","147","133","43.23 billion kWh (2013 est.)"
"2014-06-24","20526","147","134","0 kWh (2013 est.)"
"2014-06-24","20527","147","135","0 kWh (2013 est.)"
"2014-06-24","20528","147","136","10.25 million kW (2010 est.)"
"2014-06-24","20529","147","137","99.8% of total installed capacity (2010 est.)"
"2014-06-24","20530","147","139","0% of total installed capacity (2010 est.)"
"2014-06-24","20531","147","138","0% of total installed capacity (2010 est.)"
"2014-06-24","20532","147","140","0.2% of total installed capacity (2010 est.)"
"2014-06-24","20533","147","141","20,170 bbl/day (2012 est.)"
"2014-06-24","20534","147","142","0 bbl/day (2011 est.)"
"2014-06-24","20535","147","143","1.137 million bbl/day (2010 est.)"
"2014-06-24","20536","147","144","0 bbl (1 January 2013 est.)"
"2014-06-24","20537","147","145","1.357 million bbl/day (2012 est.)"
"2014-06-24","20538","147","146","1.38 million bbl/day (2012 est.)"
"2014-06-24","20539","147","147","0 bbl/day (2012 est.)"
"2014-06-24","20540","147","148","1.36 million bbl/day (2012 est.)"
"2014-06-24","20541","147","149","0 cu m (2012 est.)"
"2014-06-24","20542","147","150","8.778 billion cu m (2012 est.)"
"2014-06-24","20543","147","151","0 cu m (2012 est.)"
"2014-06-24","20544","147","152","8.78 billion cu m (2012 est.)"
"2014-06-24","20545","147","153","0 cu m (1 January 2013 est.)"
"2014-06-24","20549","147","95","44.6% of GDP (2013 est.)<br />44.9% of GDP (2012 est.)<br />47.4% of GDP (2011 est.)"
"2014-06-24","20560","148","163","4 (2013)"
"2014-06-24","20570","148","29","no indigenous inhabitants<br /><i><b>note:</b> </i>there are scattered garrisons occupied by military personnel of several claimant states"
"2014-06-24","20578","148","7","<i>total: </i>less than 5 sq km<br /><i>land: </i>less than 5 sq km<br /><i>water: </i>0 sq km<br /><i><b>note:</b> </i>includes 100 or so islets, coral reefs, and sea mounts scattered over an area of nearly 410,000 sq km (158,000 sq mi) of the central South China Sea"
"2014-06-24","20579","149","91","$926.4 billion (2013 est.)<br />$906.6 billion (2012 est.)<br />$894.7 billion (2011 est.)<br /><i><b>note:</b> </i>data are in 2013 US dollars"
"2014-06-24","20580","149","33","0.25% (2014 est.)"
"2014-06-24","20581","149","93","2.2% (2013 est.)<br />1.3% (2012 est.)<br />4.1% (2011 est.)"
"2014-06-24","20582","149","94","$39,600 (2013 est.)<br />$38,900 (2012 est.)<br />$38,500 (2011 est.)<br /><i><b>note:</b> </i>data are in 2013 US dollars"
"2014-06-24","20607","149","163","37 (2013)"
"2014-06-24","20608","149","34","8.55 births/1,000 population (2014 est.)"
"2014-06-24","20617","149","35","6.97 deaths/1,000 population (2014 est.)"
"2014-06-24","20622","149","120","$305.8 billion (2013 est.)<br />$299.8 billion (2012 est.)"
"2014-06-24","20623","149","127","$146.8 billion (31 December 2013 est.)<br />$130.8 billion (31 December 2012 est.)"
"2014-06-24","20626","149","169","<i>total: </i>41,475 km<br /><i>paved: </i>41,033 km (includes 720 km of expressways)<br /><i>unpaved: </i>442 km (2009)"
"2014-06-24","20628","149","123","$268.5 billion (2013 est.)<br />$268.8 billion (2012 est.)"
"2014-06-24","20629","149","100","1.8% (2013 est.)"
"2014-06-24","20631","149","41","<i>total: </i>4.49 deaths/1,000 live births<br /><i>male: </i>4.9 deaths/1,000 live births<br /><i>female: </i>4.06 deaths/1,000 live births (2014 est.)"
"2014-06-24","20632","149","112","1.1% (2013 est.)<br />1.9% (2012 est.)"
"2014-06-24","20634","149","101","11.55 million (2013 est.)"
"2014-06-24","20640","149","42","<i>total population: </i>79.84 years<br /><i>male: </i>76.72 years<br /><i>female: </i>83.2 years (2014 est.)"
"2014-06-24","20645","149","171","<i>total: </i>112<br /><i>by type: </i>bulk carrier 35, cargo 20, chemical tanker 1, container 31, passenger/cargo 4, petroleum tanker 12, refrigerated cargo 7, roll on/roll off 2<br /><i>foreign-owned: </i>3 (France 2, Vietnam 1)<br /><i>registered in other countries: </i>579 (Argentina 2, Cambodia 1, Honduras 1, Hong Kong 25, Indonesia 1, Italy 10, Kiribati 2, Liberia 94, Marshall Islands 8, Panama 328, Philippines 1, Sierra Leone 7, Singapore 77, South Korea 1, Thailand 1, UK 11, Vanuatu 1, unknown 8) (2010)"
"2014-06-24","20649","149","36","0.9 migrant(s)/1,000 population (2014 est.)"
"2014-06-24","20655","149","29","23,359,928 (July 2014 est.)"
"2014-06-24","20657","149","168","<i>total: </i>1,580 km<br /><i>standard gauge: </i>345 km 1.435-m gauge (345 km electrified)<br /><i>narrow gauge: </i>1,085 km 1.067-m gauge (685 km electrified); 150 km 0.762-m gauge<br /><i><b>note:</b> </i>the 0.762 gauge track belongs to three entities, the Forestry Bureau, Taiwan Cement, and TaiPower (2009)"
"2014-06-24","20662","149","44","1.11 children born/woman (2014 est.)"
"2014-06-24","20664","149","103","4.1% (2013 est.)<br />4.2% (2012 est.)"
"2014-06-24","20669","149","7","<i>total: </i>35,980 sq km<br /><i>land: </i>32,260 sq km<br /><i>water: </i>3,720 sq km<br /><i><b>note:</b> </i>includes the Pescadores, Matsu, and Quemoy islands"
"2014-06-24","20671","149","155","15.998 million (2012)"
"2014-06-24","20672","149","156","29.455 million (2012)"
"2014-06-24","20673","149","161","16.147 million (2009)"
"2014-06-24","20674","149","159",".tw"
"2014-06-24","20675","149","50","NA"
"2014-06-24","20676","149","51","NA"
"2014-06-24","20677","149","52","NA"
"2014-06-24","20678","149","106","34.2 (2011)<br />32.6 (2000)"
"2014-06-24","20680","149","160","6.272 million (2012)"
"2014-06-24","20681","149","110","38.9% of GDP (2013 est.)<br />35.8% of GDP (2012 est.)<br /><i><b>note:</b> </i>data for central government"
"2014-06-24","20682","149","119","$56.66 billion (2013 est.)<br />$49.92 billion (2012 est.)"
"2014-06-24","20683","149","126","$414.5 billion (31 December 2013 est.)<br />$408.5 billion (31 December 2012 est.)"
"2014-06-24","20685","149","128","$62.94 billion (31 December 2013 est.)<br />$59.36 billion (31 December 2012 est.)"
"2014-06-24","20686","149","129","$240.3 billion (31 December 2013 est.)<br />$226.1 billion (31 December 2012 est.)"
"2014-06-24","20687","149","118","$831.9 billion (31 December 2012)<br />$784.1 billion (31 December 2011)<br />$738.3 billion (31 December 2010)"
"2014-06-24","20689","149","113","1.88% (31 December 2012)<br />1.88% (31 December 2011)"
"2014-06-24","20690","149","114","2.9% (31 December 2013 est.)<br />2.88% (31 December 2012 est.)"
"2014-06-24","20691","149","117","$753.5 billion (31 December 2013 est.)<br />$743.1 billion (31 December 2012 est.)"
"2014-06-24","20693","149","115","$450.1 billion (31 December 2013 est.)<br />$426.2 billion (31 December 2012 est.)"
"2014-06-24","20694","149","116","$1.189 trillion (31 December 2013 est.)<br />$1.152 trillion (31 December 2012 est.)"
"2014-06-24","20697","149","108","16.1% of GDP (2013 est.)"
"2014-06-24","20698","149","109","-2.5% of GDP (2013 est.)"
"2014-06-24","20700","149","132","252.2 billion kWh (2011 est.)"
"2014-06-24","20701","149","133","242.2 billion kWh (2011 est.)"
"2014-06-24","20702","149","134","0 kWh (2011 est.)"
"2014-06-24","20703","149","135","0 kWh (2011 est.)"
"2014-06-24","20704","149","136","48.75 million kW (2011 est.)"
"2014-06-24","20705","149","137","77.2% of total installed capacity (2011 est.)"
"2014-06-24","20706","149","139","5.3% of total installed capacity (2011 est.)"
"2014-06-24","20707","149","138","10.6% of total installed capacity (2011 est.)"
"2014-06-24","20708","149","140","6.9% of total installed capacity (2011 est.)"
"2014-06-24","20709","149","141","21,680 bbl/day (2012 est.)"
"2014-06-24","20710","149","142","0 bbl/day (2011 est.)"
"2014-06-24","20711","149","143","885,900 bbl/day (2010 est.)"
"2014-06-24","20712","149","144","2.38 million bbl (1 January 2013 est.)"
"2014-06-24","20713","149","145","920,200 bbl/day (2011 est.)"
"2014-06-24","20714","149","146","786,100 bbl/day (2011 est.)"
"2014-06-24","20715","149","147","255,000 bbl/day (2011 est.)"
"2014-06-24","20716","149","148","304,700 bbl/day (2011 est.)"
"2014-06-24","20717","149","149","330.2 million cu m (2011 est.)"
"2014-06-24","20718","149","150","16.37 billion cu m (2011 est.)"
"2014-06-24","20719","149","151","0 cu m (2011 est.)"
"2014-06-24","20720","149","152","15.9 billion cu m (2011 est.)"
"2014-06-24","20721","149","153","6.229 billion cu m (1 January 2013 est.)"
"2014-06-24","20724","149","95","31.3% of GDP (2013 est.)<br />30.3% of GDP (2012 est.)<br />29.6% of GDP (2011 est.)"
"2014-06-24","20725","150","91","$673 billion (2013 est.)<br />$654 billion (2012 est.)<br />$614.2 billion (2011 est.)<br /><i><b>note:</b> </i>data are in 2013 US dollars"
"2014-06-24","20726","150","33","0.35% (2014 est.)"
"2014-06-24","20727","150","93","2.9% (2013 est.)<br />6.5% (2012 est.)<br />0.1% (2011 est.)"
"2014-06-24","20728","150","94","$9,900 (2013 est.)<br />$9,600 (2012 est.)<br />$9,100 (2011 est.)<br /><i><b>note:</b> </i>data are in 2013 US dollars"
"2014-06-24","20746","150","179","1.47% of GDP (2012)<br />1.6% of GDP (2011)<br />1.47% of GDP (2010)"
"2014-06-24","20754","150","163","101 (2013)"
"2014-06-24","20755","150","34","11.26 births/1,000 population (2014 est.)"
"2014-06-24","20764","150","35","7.72 deaths/1,000 population (2014 est.)"
"2014-06-24","20769","150","120","$225.4 billion (2013 est.)<br />$225.8 billion (2012 est.)"
"2014-06-24","20770","150","127","$142.6 billion (31 December 2013 est.)<br />$130.9 billion (31 December 2012 est.)"
"2014-06-24","20773","150","169","<i>total: </i>180,053 km (includes 450 km of expressways) (2006)"
"2014-06-24","20775","150","123","$219 billion (2013 est.)<br />$219.8 billion (2012 est.)"
"2014-06-24","20777","150","100","-3.1% (2013 est.)"
"2014-06-24","20779","150","41","<i>total: </i>9.86 deaths/1,000 live births<br /><i>male: </i>10.82 deaths/1,000 live births<br /><i>female: </i>8.85 deaths/1,000 live births (2014 est.)"
"2014-06-24","20780","150","112","2.2% (2013 est.)<br />3% (2012 est.)"
"2014-06-24","20781","150","170","4,000 km (3,701 km navigable by boats with drafts up to 0.9 m) (2011)"
"2014-06-24","20783","150","101","39.38 million (2013 est.)"
"2014-06-24","20789","150","42","<i>total population: </i>74.18 years<br /><i>male: </i>71 years<br /><i>female: </i>77.54 years (2014 est.)"
"2014-06-24","20794","150","171","<i>total: </i>363<br /><i>by type: </i>bulk carrier 31, cargo 99, chemical tanker 28, container 18, liquefied gas 36, passenger 1, passenger/cargo 10, petroleum tanker 114, refrigerated cargo 24, roll on/roll off 1, vehicle carrier 1<br /><i>foreign-owned: </i>13 (China 1, Hong Kong 1, Malaysia 3, Singapore 1, Taiwan 1, UK 6)<br /><i>registered in other countries: </i>46 (Bahamas 4, Belize 1, Honduras 2, Panama 6, Singapore 33) (2010)"
